7115,"as Christianity, Buddism, and <<HINDOOISM>>. Therefore, we do not usually",Hinduism,Hindooism,Hinduism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7115,n I read this article because <<SRI>> Lankan stick too precisely to,Sri,Sri,Sir,Sr,Si,Sui,Fri,Sr i,Sari,Sci,Ski,NA,NA,NA,NA,NA,NA,NA
7116,"e changed, but we are able to <<ATTRMPT>> to accept the difference and",attempt,attrmpt,attempt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7116,"gn student in Japan, I really <<MISTAKED>> innumerably in many respects",mistook,mistaked,mistakes,mistake,mistaken,mi staked,mi-staked,mistake d,misstated,staked,misted,NA,NA,NA,NA,NA,NA,NA
7117,"le, it is important to accept <<SENCE>> of visitor.",sense,sence,seance,scene,sense,since,pence,hence,fence,essence,sentence,absence,incense,NA,NA,NA,NA,NA
7117,a Buddha tattoo on her arm in <<SRI>> Lanka . I think a British wom,Sri,Sri,Sir,Sr,Si,Sui,Fri,Sr i,Sari,Sci,Ski,NA,NA,NA,NA,NA,NA,NA
7117,en don't know that <<SRI>> Lanka is particularly sensiti,Sri,Sri,Sir,Sr,Si,Sui,Fri,Sr i,Sari,Sci,Ski,NA,NA,NA,NA,NA,NA,NA
7118,people relate to Buddhism in <<SRI>> Lanka and respect their attit,Sri,Sri,Sir,Sr,Si,Sui,Fri,Sr i,Sari,Sci,Ski,NA,NA,NA,NA,NA,NA,NA
7121,attitudes toward Buddhism in <<SRI>> Lanka.,Sri,Sri,Sir,Sr,Si,Sui,Fri,Sr i,Sari,Sci,Ski,NA,NA,NA,NA,NA,NA,NA
7122,f she is arrested. So I think <<SRI>> Lanka should expand freedom r,Sri,Sri,Sir,Sr,Si,Sui,Fri,Sr i,Sari,Sci,Ski,NA,NA,NA,NA,NA,NA,NA
7127,"shadow is the world's highest <<SUICIED>> rate.In addition to,in these",suicide,suicied,suicide,suicidal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7130,that the same-sex couples are <<NOMAL>> and the use of money is somet,normal,nomal,normal,nomad,nodal,anomaly,nominal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7136,clue. Japan's highest public <<DUBT>> in the world shows the pressu,debt,dubt,dub,doubt,duet,debt,dubs,dust,duct,dub t,NA,NA,NA,NA,NA,NA,NA,NA
7136,e of the financial budget for <<RENTIER>> in Japan. In Japan's modern s,renter,rentier,renter,runtier,entire,referent,reverent,reticent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7137,ious organization has its own <<BELIEFE>> and they hate being destroied,belief,beliefe,belief,beliefs,believe,belief e,belie,befell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7137,n beliefe and they hate being <<DESTROIED>>. We must try to solve the pro,destroyed,destroied,destroyed,sidestroked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7141,iliar discrimination. However <<JAPANESE>> government hasn't taken actio,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7141,"omosexuals, referring to this <<VIENNE'S>> project.",Vienna's,Vienne's,Vienna's,Vivienne's,Viennese's,Viennese,Vientiane's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7144,ce. The people who is called '<<ONEE>>' has been seen on TV recently,ONEE,ONEE,ONE,NEE,ONES,ONCE,KNEE,O NEE,ONE E,NEON,NA,NA,NA,NA,NA,NA,NA,NA
7145,"orities as special and unique <<EXISTENSE>>, for example we call them 'ON",existence,existense,existence,existent,nonsexist,sexist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7145,"countries, that system play a <<IMORTANT>> role of equal treatment for t",important,imortant,important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7145,"se, for example we call them '<<ONEE>>.' So, we should introduce tha",ONEE,ONEE,ONE,NEE,ONES,ONCE,KNEE,O NEE,ONE E,NEON,NA,NA,NA,NA,NA,NA,NA,NA
7147,ystem since I read the novel '<<JUSANKAIDAN>>' in my high school days. It i,Jusankaidan,Jusankaidan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7148,st gay person. I can't make a <<JUDGEMENT>> about whether new traffic lig,judgement,judgement,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7151,"ting, but has a disadvantage. <<TRAFIC>> lights are placed to improve",Traffic,Trafic,Tragic,Traffic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7153,t this trial that is going to <<REDUSE>> the prejudice to a same-sex i,reduce,reduse,refuse,reuse,reused,reduce,recuse,red use,red-use,used,NA,NA,NA,NA,NA,NA,NA,NA
7157,my thought. Maybe most of the <<JAPANESE>> think so. So I was interested,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7157,ad is a mistaken idea. I hope <<THA>> thought about same-sex couple,the,tha,they,ta,ha,than,that,thaw,hat,the,tea,aha,tho,thy,NA,NA,NA,NA
7162,"lomatic policy very much, but <<CONCERING>> Japanese foreign policy towar",concerning,concering,concerning,concerting,conceding,concertizing,concertinaing,conceiving,concurring,NA,NA,NA,NA,NA,NA,NA,NA,NA
7162,y. The nations diplomatically <<CONSERNED>> in nuclear problems of North,concerned,conserned,concerned,conserved,consented,considered,condenser,condensed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7162,"ons. I don't understand other <<COUNTRYS>>' diplomatic policy very much,",countries,countrys,country,country's,country s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7162,"they could, though they have <<PRORITY>> over their own nations' profi",priority,prority,priority,probity,propriety,sorority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7162,y considering the feelings of <<VITIMS>> and public opinion. The natio,victims,vitims,victims,vitiates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7166,tims doesn't matter for Kyozo <<ISOHI>>. But he killed they. And he s,Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7166,wo victims doesn't matter for <<KYOZO>> Isohi. But he killed they. An,Kyozo,Kyozo,Kyoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7167,se computer to download music <<ILIGALLY>> till 2012. Since that law has,illegally,iligally,illegally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7169,"es to them ,so it is nice and <<CRIATIVE>> idea to change the traffic li",creative,criative,creative,fricative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7169,ame sex couples. Because even <<THOGH>> the people does not mater tha,though,thogh,thigh,though,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7171,"idea as inventive. In Japan , <<SHIBUYA>> Ward , started giving officia",Shibuya,Shibuya,Shipyard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7173,much until I read this news. <<BEACAUSE>> the traditional gerder indent,Because,Beacause,Because,Causeless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7173,ews. Beacause the traditional <<GERDER>> indentity is sticked in our m,gender,gerder,herder,girder,gender,Herder,edger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7173,acause the traditional gerder <<INDENTITY>> is sticked in our mind so str,identity,indentity,identity,ind entity,ind-entity,indention,indemnity,intensity,entity,NA,NA,NA,NA,NA,NA,NA,NA,NA
7173,aditional gerder indentity is <<STICKED>> in our mind so strongly maybe,stuck,sticked,stocked,sicked,ticked,stacked,snicked,sticker,slicked,s ticked,stick ed,stick-ed,ticketed,stick,NA,NA,NA,NA
7174,that gay people should not be <<DESCRIMINATED>> but be treated equally. Gay a,discriminated,descriminated,discriminated,indiscriminate,discriminate,recriminated,incriminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7174,"gay people. By installing gay <<MOTIFE>> to familiar things, I think p",motif,motife,motif,motifs,motile,motive,motif e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7179,North <<KOREA>> should not do such an action.,Korea,korea,chorea,Korea,korma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7179,o.People who are top of North <<KOREA>> won't change their idea.Peopl,Korea,korea,chorea,Korea,korma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7179,e who live in North <<KOREA>> can't know their condition be,Korea,korea,chorea,Korea,korma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7179,down information.I hope North <<KOREA>> come to persue the peace.,Korea,korea,chorea,Korea,korma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7179,on.I hope North korea come to <<PERSUE>> the peace.,pursue,persue,peruse,pursue,per sue,per-sue,supper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7181,the prejudice by every means <<ABAILABLE>> in Japan.,available,abailable,available,bailable,a bailable,assailable,tillable,claimable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7181,"e the traffic lights. In some <<EUROPIAN>> countries or in Canad, the ma",European,Europian,European,Europium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7181,I was <<SURPRIRED>> to see the traffic lights. In,surprised,surprired,surprised,surprise,pressurized,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7182,many rockets in spite of the <<CRITISISM>> from other countries. Those r,criticism,critisism,criticism,cretinism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7184,"without young people. If the <<ELDELY>> increase , people who can wor",elderly,eldely,elderly,elder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7185,great. Because they are very <<NOVELITY>> and funny. Some developed cou,novelty,novelity,novelty,novelist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7185,of people are homosexuality. <<THERFORE>> Japan should make a law that,Therefore,Therfore,Therefore,Therefor,Theretofore,Rutherford,Heretofore,Forefather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7186,ity. 50% of Americans were in <<FAVOUR>> of legalising gay marriage. I,favour,favour,favor,Cavour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7186,f Americans were in favour of <<LEGALISING>> gay marriage. I guess there a,legalising,legalising,legalizing,legalism,singalong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7189,ation's freedom and promoting <<EQUARITY>>. Therefore those traffic ligh,equality,equarity,equality,equity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7199,The question about <<WETHER>> choosing mother or girlfriend,whether,wether,ether,weather,whether,wither,nether,wetter,tether,w ether,wet her,wet-her,NA,NA,NA,NA,NA,NA
7203,et used to different types of <<SEXUALITIES>> and understand their lifestyl,sexualities,sexualities,sexuality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7207,every pensioner. The Japanese <<GAVERNMENT>> should take measures to solve,government,gavernment,government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7210,"le sad, so they had better to <<ABONDON>> the nuclear arms and establis",abandon,abondon,abandon,baboon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7210,"r terrorism. But, this is not <<RACIONAL>> way. The thing only one team",rational,racional,rational,fractional,nonracial,racial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7211,lights in Austria which is 4 <<GENDERTYPE>> couples is effective idea to,gender type,gendertype,gender type,gender-type,engender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7212,<<ITHINK>> North Korea is out of control,I think,Ithink,Think,I think,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7212,ment invests thier money in a <<NUCLER>> program. What a terrible thin,nuclear,nucler,nuclear,nuclei,nucleon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7212,"ering, the government invests <<THIER>> money in a nucler program. Wh",their,thier,their,tier,shier,trier,thief,thither,hither,NA,NA,NA,NA,NA,NA,NA,NA,NA
7213,"in 2012, but now,2016, North <<COREA>> has not changed. North Corea",Korea,Corea,Cora,Corey,Korea,Cores,Core,Cornea,Chorea,Corer,Cored,Cor ea,Cor-ea,Core a,NA,NA,NA,NA
7213,tter than that of 2012. North <<COREA>> threatens our lives in that p,Korea,Corea,Cora,Corey,Korea,Cores,Core,Cornea,Chorea,Corer,Cored,Cor ea,Cor-ea,Core a,NA,NA,NA,NA
7213,ould think the way of solving <<COREAN>> problem expect economic sanct,Korean,Corean,Korean,Cornea,Core an,Core-an,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7213,"er 5 times in 2016. These are <<INPROVED>> , and today, whose performanc",improved,inproved,unproved,improved,in proved,in-proved,proved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7215,"o be sure, it is necessary to <<CREAT>> a society where elderly peopl",create,creat,crest,create,react,crate,caret,treat,cleat,great,cream,crept,cheat,creak,creator,creature,NA,NA
7216,"ower of Labor Party. Now, Kim <<JONG>>-un , the leader of North Kore",Jong,Jong,Jon,Song,Joni,Tong,Long,Dong,Jung,Gong,Pong,Bong,Cong,Hong,Yong,Kong,NA,NA
7216,"of Labor Party. Now, Kim Jong-<<UN>> , the leader of North Korea i",un,un,UN,nu,in,um,u,n,sun,uni,nun,urn,run,tun,dun,gun,mun,NA
7221,America. It shows the awarded <<EU'S>> also the reality of the curre,EU's,EU's,Eu's,E's,U's,Er's,Ed's,E U's,En's,Em's,Emu's,Nu's,Mu's,Au's,Ru's,NA,NA,NA
7227,"les started, so Japan will be <<TOLERNTER>> country for them.",tolerant,tolernter,tolerant,tolerate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7227,"people who think them strange <<UNDOUBTFULLY>> exist, but the number of them",undoubtedly,undoubtfully,doubtfully,undoubtedly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7232,ho kills anyone or themselves <<DICREASE>> more.,decrease,dicrease,decrease,crease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7233,ake measures and press should <<PUBLISIZE>> the correct knowledge about d,publicize,publisize,publicize,publishable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7234,"ame-sex marriage. Surely,this <<COMPAING>> cost a lot of money. However,",campaign,compaing,comping,comparing,compacting,compassing,complaining,composing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7274,ssib<<IL>>ity that we can help an il person . I think that a perso,Il,il,IL,eel,i,l,isl,ail,nil,til,oil,ill,mil,ilk,Gil,is,ii,NA
7274,h a disability can enjoy more <<SUPORTS>> if elaborate and highly effic,sports,suports,sports,supports,stupors,support,purports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7285,this contents as a person of '<<CALLIGRAPHYER>>',calligrapher,calligraphyer,calligrapher,calligraphy er,calligraphy-er,calligraphy,calligraphic,calligraphist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7301,"on,Japanese are declining. So <<GOVERMENT>> have to introduce strict educ",government,goverment,government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7301,"I think this trend is serious <<PROBREM>>. If continue this situation,J",problem,probrem,problem,prob rem,prob-rem,probe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7304,The news is wonderful.Mr.<<MIURA>>'s challenge gave the courage,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7304,". I might've been moved,if Mr.<<MIURA>> were very very tough or healt",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7304,The news is wonderful.Mr.<<MIURA'S>> challenge gave the courage to,Miura's,Miura's,Mira's,Maura's,Mithra's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7306,"ng mental for young people,Mr.<<MIURA>> did it at 89 years! His chall",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7306,to try for normal people. Mr.<<MIURA>> teaches us the importance of,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7307,ld to climb Mt.Everest but Mr.<<MIURA>> made it.This news teaches us,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7308,"his limits. If I were him, I <<COULD'T>> do this behavior. So I was ve",couldn't,could't,couldn't,could,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7308,"gh he experienced a number of <<INJURYS>> and operations, he challenged",injuries,injurys,injury,injury's,injures,injury s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7308,y grandfather is as old as Mr.<<MIURA>>. But my grandfather cannot wa,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7310,re of ourselves like Yuichiro <<MIURA>>.,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7310,e good care of ourselves like <<YUICHIRO>> Miura.,Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7311,"news, I was proud of Yuichiro <<MIURA>> as the same Japanese. And I r",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7311,"ard this news, I was proud of <<YUICHIRO>> Miura as the same Japanese. A",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7312,"b Mount Everest, but Yuichiro <<MIURA>> accomplished it. I respect hi",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7312,nging the limit like Yuichiro <<MIURA>>.,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7312,"n to climb Mount Everest, but <<YUICHIRO>> Miura accomplished it. I resp",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7312,ue challenging the limit like <<YUICHIRO>> Miura.,Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7313,t about this news was that Mr <<MIURA>> had not given up to his chall,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7313,our life sufficiently like Mr <<MIURA>>.,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7314,"d to climb Mt.Everest than Mr.<<MIURA>> is. From my view, he was very",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7314,give up my dream. I think Mr.<<MIURA>> wants to testify 'It's never,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7314,ho don't have a limit like Mr.<<MIURA>>.,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7315,I think Mr.<<MIURA>> is amazing man. Even for youn,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7315,der his age. I am proud of Mr.<<MIURA>> as the same Japanese. I respe,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7315,"but also perseverance, so Mr.<<MIURA'S>> achievement is extraordinary",Miura's,miura's,uranium's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7318,eart that he wanted not to be <<DEFETED>> by the other climber.I think,defeated,defeted,defeated,defected,deleted,defecated,defended,detected,federated,NA,NA,NA,NA,NA,NA,NA,NA,NA
7320,an thought that our physical <<HEALTY>> is depend on mental condition,healthy,healty,healthy,hearty,realty,health,fealty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7322,limit actually. But Yoichiro <<MIURA>> realize the phrase is real. I,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7322,here is a limit actually. But <<YOICHIRO>> Miura realize the phrase is r,Yuichiro,Yoichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7324,"ticle move my heart .Yuichiro <<MIURA>>, who climbed Everest when he",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7324,"nk that it's very hard for Mr,<<MIURA>> who is 75 years to climb Mt,E",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7324,"This article move my heart .<<YUICHIRO>> Miura, who climbed Everest wh",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7325,also I was proud of Yuichiro <<MIURA>> as a Japanese. I think It dif,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7325,age. And also I was proud of <<YUICHIRO>> Miura as a Japanese. I think,Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7326,", I was amazed and respect Mr.<<MIURA>>. I guess it is so difficult t",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7328,was 70 years old. It is very <<DIFFICUT>> for old people to climb. I th,difficult,difficut,difficult,diffident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7328,o read this article. Yuichiro <<MIURA>> climbed Everest though he was,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7328,rprised to read this article. <<YUICHIRO>> Miura climbed Everest though,Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7332,I knew that Yuichiro <<MIURA>> has climbed Mt.Everest many t,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7332,I knew that <<YUICHIRO>> Miura has climbed Mt.Everest,Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7332,"from his attitude. And like a <<YUICHIRO>>'s challenge , I thought that",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7332,"from his attitude. And like a <<YUICHIRO'S>> challenge , I thought that th",Yuichiro's,Yuichiro's,Chirico's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7334,"s very surprised to know that <<MIURA>> Yuichiro ,80,reached the summ",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7334,ievement is accomplished like <<MIURA>> Yuichiro.,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7334,to become the person that an <<UNREACHED>> splendid achievement is accom,unreachable,unreached,unbleached,reached,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7334,"surprised to know that Miura <<YUICHIRO>> ,80,reached the summit of Mt.",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7334,nt is accomplished like Miura <<YUICHIRO>>.,Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7335,"st. Getting to know about Mr. <<MIURA>>, I came to respect him. He al",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7340,untain.So I really admired Mr.<<MIURA>>'s achievements. I want to be,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7340,on who has objectives like Mr.<<MIURA>>.,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7340,untain.So I really admired Mr.<<MIURA'S>> achievements. I want to be a,Miura's,Miura's,Mira's,Maura's,Mithra's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7341,"ike to try the limit like Mr. <<MIMURA>>, too.When doing that, I think",Mimura,Mimura,Murasaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7342,"I agree with you.I respect Mr.<<MIURA>> ,too.",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7343,really surprised at that Mr. <<MIURA>> reached the top of Mt. Everes,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7344,was so surprised. I think Mr. <<MIURA>> trained so hard. I respect hi,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7347,"ing Mt. Everest. But Yuichiro <<MIURA>> made it, even he was 80 . I c",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7347,"ed by trying Mt. Everest. But <<YUICHIRO>> Miura made it, even he was 80",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7350,iumph. I guess that he cannot <<FOGIVE>> himself if he fails to accomp,forgive,fogive,forgive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7351,I knew Yuichiro <<MIURA>> by watching the news about hi,Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7351,"ot walk well. Though Yuichiro <<MIURA>> is also 80, he climbed Mount",Miura,Miura,Mira,Maura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7351,I knew <<YUICHIRO>> Miura by watching the news ab,Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7351,"t he cannot walk well. Though <<YUICHIRO>> Miura is also 80, he climbed",Yuichiro,Yuichiro,Chiropody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7353,young people tend not to have <<THIER>> own dreams and challenge anyt,their,thier,their,tier,shier,trier,thief,thither,hither,NA,NA,NA,NA,NA,NA,NA,NA,NA
