30/09/2022,context,change_to,typo,suggestions_01,suggestions_02,suggestions_03,suggestions_04,suggestions_05,suggestions_06,suggestions_07,suggestions_08,suggestions_09,suggestions_10,suggestions_11,suggestions_12,suggestions_13,suggestions_14,suggestions_15
8046,should be allowed to express <<WHATEVERE>> we want to on SNS as long as,whatever,whatevere,whatever,whatever e,whatsoever,wherever,reverberate,whereat,NA,NA,NA,NA,NA,NA,NA,NA,NA
8048,"omacy problem, too. Moreover, <<ABENOMICS>> will resolve economics and a",Abenomics,Abenomics,Genomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8048,f your opinion. I think Abe's <<LDP>> would manage economic policy,NA,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8057,problem in the event is that <<FACEBOOK>> telling the photo of a plus-s,Facebook,facebook,Facebook,face book,face-book,casebook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8057,"f people around the world use <<FACEBOOK>>. So, the judgement of faceboo",Facebook,facebook,Facebook,face book,face-book,casebook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8057,"e world use facebook. So, the <<JUDGEMENT>> of facebook may have made plu",NA,judgement,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8058,cause if he didn't Philippine <<COUID>> be the 'narco-state'. In Phil,couid,couid,could,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8058,"dn't Philippine couid be the '<<NARCO>>-state'. In Philippine, there",NA,narco,narc,narcs,Marco,narc o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8058,"Philippine president let drug <<SELLORS>> be killed. However, I thought",NA,sellors,sellers,oversell,morsel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8062,. I know that number from the <<DUTERTE>>'s comment that 100000 people,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8062,"lem is good. However, the way <<DUTERTE>> took to punish people who inv",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8062,"herefore, I cannot agree with <<DUTERTE>>'s radical campaign.",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8062,. I know that number from the <<DUTERTE'S>> comment that 100000 people wo,Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8062,"herefore, I cannot agree with <<DUTERTE'S>> radical campaign.",Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8062,the good way to punish people <<INVOLNED>> in the drugs is arresting the,NA,involned,involved,involve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8063,"cotics is not wrong. However, <<DUTERTE'S>> way is too strict. There are",Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8064,I think <<DUTERTE>> goes too far because people w,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8064,e immigrants from Mexico. But <<DUTERTE>> kills the people who may not,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8066,<<DUTERTE>> kills too much people. First,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8066,t will be not acceptable even <<DUTERTE>>'s policy has excellent effect,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8066,t will be not acceptable even <<DUTERTE'S>> policy has excellent effect a,Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8066,"se he kill too much, it's not <<NOMOCRACY>> and they worry about a false",NA,nomocracy,democracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8067,tricting method to solve this <<PROBELM>>. The country shouldn't ignore,NA,probelm,problem,prob elm,prob-elm,probe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8067,appening still exist today. I <<RACKON>> there must a less-restricting,NA,rackon,reckon,rack on,rack-on,raccoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,president. I don't agree with <<DUTERTE>>'s radical campaign. I think m,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,"situations. However, the way <<DUTERTE>> took to punish people who inv",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,own by only President Rodrigo <<DUTERTE>>'s enormous power. This situat,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,"s. Therefore, I disagree with <<DUTERTE>>'s radical campaign.",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,president. I don't agree with <<DUTERTE'S>> radical campaign. I think man,Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,own by only President Rodrigo <<DUTERTE'S>> enormous power. This situatio,Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,"s. Therefore, I disagree with <<DUTERTE'S>> radical campaign.",Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8068,"Dictatorship, I think. In my <<OINION>>, the good way to punish drag",NA,oinion,pinion,onion,opinion,minion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8069,ng in this affair is that Mr. <<DUTERTE>> had taken the legal professio,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8070,and too much people killed by <<DUTERTE>> I don't imagine and believe t,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8070,sident. so I don't agree with <<DUTERTE>>'s radical campaign. I think D,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8070,sident. so I don't agree with <<DUTERTE'S>> radical campaign. I think Dut,Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8070,"e is very cruel person. In my <<OINION>>, the good way to punish drag",NA,oinion,pinion,onion,opinion,minion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8071,"owever, the measures taken by <<DUTERTE>> isn't appropriate. He need to",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8071,mber of them may decrease and <<DUTERTE>> might not take such cruel mea,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8072,I think it should be examined <<CONVERSANTLY>> whether they use a drug reall,conservantly,conversantly,conversant,conversationally,conversation,conversely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8073,Philippine president let drug <<SELLORS>> be killed.I think that this p,NA,sellors,sellers,oversell,morsel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8074,". In my oppnion, a criminal's <<BASICAL>> rights should also be respect",basic,basical,basically,basilica,basic,classical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8074,"measures. However, President <<DUTERT>> is overstrict i think. Maybe",Duterte,Dutert,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8074,es is much more precious than <<DUTERT>> think I suppose. It refers to,Duterte,Dutert,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8074,k I suppose. It refers to the <<ISSEUE>> of human rights. In my oppnio,NA,isseue,issue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8074,"isseue of human rights. In my <<OPPNION>>, a criminal's basical rights",NA,oppnion,opinion,opposition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8077,t the government impose death <<PEANALTY>> on people who sold and bought,NA,peanalty,penalty,personalty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8078,o need to be punished. I want <<DUTERTE>> to think again about his deci,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8079,"people in Philippine support <<DUTERTE>>. From this fact, I can realis",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8079,"uterte. From this fact, I can <<REALISE>> they hope narcotics trade wil",NA,realise,realist,realism,realize,reseal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8080,e hotbed of narcotics and use <<BURTAL>> way to wipe out criminals. Sl,brutal,burtal,brutal,burial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8080,"t good way to make peace, but <<DUTERTE>> is popular in this country in",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8080,unit by peaceful way. I hope <<DUTERTE>> should resign immediately aft,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8081,"terrent to crime. However, in <<ADITTION>>, the thing to which serious c",addiction,adittion,addition,tradition,admonition,addiction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8082,"high and they were killed by <<DUTERTE>>, their own country's Presiden",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8082,t. I think <<DUTERTE>>'s way to keep the peace is no,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8082,country's President. I think <<DUTERTE'S>> way to keep the peace is not,Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8083,"r own efforts. In my opinion, <<DUTERTE>> abuses his power, and Philipp",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8084,I think <<DUTERTE>> is very strong man. But his p,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8084,e is very strong man. But his <<PORICY>> and his behavior is not human,NA,poricy,policy,pyloric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8087,"w-tax regimes, the difference <<BETWEEEN>> rich and poor will increase a",between,betweeen,between,tween,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8088,the tax of general company is <<SELDOME>> recognized as a problem in Ja,NA,seldome,seldom,seldom e,serfdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8089,hat Apple should pay up to €13<<BN>> in taxes plus interest to Ire,bn,bn,b,n,bin,ban,bun,be,en,bi,in,an,tn,on,bl,bu,by
8095,"don't agree with the idea of <<DUTERTE>>. To be sure, it is important",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8095,"o be sure, it is important to <<PRIVENT>> people to use drugs. Moreover",NA,privent,privet,prevent,prurient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8100,inational companies including <<AMZON>> and Starbucks pay less tax ht,Amazon,Amzon,Amazon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8100,s surprised to read the news. <<BECASUE>> the multinational companies i,Because,Becasue,Because,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8100,on and Starbucks pay less tax <<HTAN>> one of the country's tiny sau,NA,htan,than,tan,Stan,h tan,ht an,ht-an,NA,NA,NA,NA,NA,NA,NA,NA,NA
8101,nt of fairness. But it is not <<BLAMEFUL>> immediately to do this thing,blameful,blameful,shameful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8101,ause they don't break the law <<TRUELY>>.,truly,truely,truly,truelove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8102,s not good. So I hope Rodrigo <<DUTERTE>> will find good idea.,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8102,"fraid government and decrease <<ILLEAGAL>> drug trade. However, I think",NA,illeagal,illegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8102,I was so surprised to read <<TJIS>> story. I think this action is,this,tjis,this,joist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8103,"s. So that tax saiving is not <<ILLEAGAL>>, I think it is okay. But if t",NA,illeagal,illegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8103,"nk it is okay. But if that is <<LLLEAGAL>>, they must pay more tax.",NA,llleagal,illegal,galley,allege,allele,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8103,"one of business. So that tax <<SAIVING>> is not illeagal, I think it i",NA,saiving,sieving,saving,sailing,salving,skiving,waiving,NA,NA,NA,NA,NA,NA,NA,NA,NA
8105,"ople,but killing is worse. So,<<DUTERTE>> shouldn't say such a thing ag",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8108,I was so surprised that <<DUTERTE>> kills a lot of people who use,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8109,small shops. The small shops <<CANNNOT>> sell as much as the multinati,cannnot,cannnot,cannot,cannon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8112,"more multinational companies <<INCREACE>>, so I think countries should",NA,increace,increase,increasing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8116,Philippine president Rodrigo <<DUTERTE'S>> policy and this thing cannot,Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8119,ax by politicians tends to be <<BROADCASTED>> in a big way in Japan. Even i,broadcast,broadcasted,broadcaster,broadcast ed,broadcast-ed,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8121,o know that President Rodrigo <<DURERTE>> made a vow to kill tens of th,Duterte,Durerte,Durer,Ureter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8122,uge companies.The small shops <<CANNNOT>> sell as much as the multinati,cannnot,cannnot,cannot,cannon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8122,"ss. So, if tax saiving is not <<ILLEAGAL>>, I think it has no problem. B",NA,illeagal,illegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8122,"as no problem. But if that is <<LLLEAGAL>>, they must pay more tax.It is",NA,llleagal,illegal,galley,allege,allele,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8122,"ategy in business. So, if tax <<SAIVING>> is not illeagal, I think it h",NA,saiving,sieving,saving,sailing,salving,skiving,waiving,NA,NA,NA,NA,NA,NA,NA,NA,NA
8123,t is also important for large <<CAMPANIES>> like these to build trust. I,companies,campanies,campaniles,companies,campanile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8124,. But it has the problem that <<UNEQUALNESS>> is born between the companies,inequality,unequalness,squalidness,casualness,unequal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8125,"a very difficult problem. Of <<COURCE>>, I think multinational compan",course,cource,coerce,course,source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8127,as enormous influence in many <<CONTRIES>>. I really cannot understand h,countries,contries,countries,contrives,con tries,con-tries,contraries,contrition,congeries,NA,NA,NA,NA,NA,NA,NA,NA
8127,"of the most successful multi-<<NATONAL>> companies today, and it has e",NA,natonal,atonal,national,n atonal,cantonal,tonal,neonatal,natal,NA,NA,NA,NA,NA,NA,NA,NA
8127,esponsibility its has. I hope <<TGE>> problem of 'tax heaven' could,NA,tge,the,mtge,get,tee,tie,age,toe,NA,NA,NA,NA,NA,NA,NA,NA
8128,". However,I agree with Kern's <<OPIOION>>. those companies earn a lot o",NA,opioion,opinion,option,pinion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8131,"ess to revenge against attack.<<BESISE>>, the Russian way that uses sc",Besides,Besise,Bessie,Beside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8131,and Russia is similar to the <<HUMRABI>> Law.And it is useless to reve,NA,Humrabi,Hammurabi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8132,"by the death penalty. Though <<DUTERTE>> acts like a devil, he gains t",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8132,ome a driver of backing up to <<DUTERTE>>.,Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8137,"g action, but I think the way <<DUTERTE>> took was not necessarily good",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8137,"in Japan. As described above, <<DUTERTE>>'s way is too severe. He must",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8137,"in Japan. As described above, <<DUTERTE'S>> way is too severe. He must be",Duterte's,Duterte's,Duster's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8140,"dless to say, leaking private <<IMFORMATION>> of athletes is never forgiven",NA,imformation,information,malformation,formation,formalization,formulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8142,"nd olympic medallist , Simone <<BILES>> was doubted about using restr",Biles,Biles,Bibles,Riles,Tiles,Miles,Piles,Files,Wiles,Giles,Boles,Bikes,Bile,Bilges,NA,NA,NA
8142,"op tennis players and olympic <<MEDALLIST>> , Simone Biles was doubted ab",NA,medallist,medalist,medal list,medal-list,medievalist,mentalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8142,"s that top tennis players and <<OLYMPIC>> medallist , Simone Biles was",NA,olympic,Olympic,polymeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8142,ry of Russian athletes in Rio <<OLYMPIC>> games. But Russian government,NA,olympic,Olympic,polymeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8143,reatening. Our school founder <<FUKUZAWA>> Yukichi said 'we can't be con,Fukuzawa,Fukuzawa,Fukuyama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8143,. Our school founder Fukuzawa <<YUKICHI>> said 'we can't be convenient,Yukichi,Yukichi,Chukchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8145,me media says many countries' <<ATHELETES>> are secretly having anti-dopi,athletes,atheletes,athletes,aesthetes,athlete,leatherette,helpmates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8145,"ust having thoes medicine for <<MEDIACAL>> use. In any case, I don't thi",NA,mediacal,medical,media cal,media-cal,medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8145,believe they are just having <<THOES>> medicine for mediacal use. In,those,thoes,thus,those,toes,hoes,throes,tholes,ethos,thees,shoes,thous,NA,NA,NA,NA,NA
8146,"themselves. If the action is <<SPREADED>>, no one will be able to repro",NA,spreaded,spreader,spread ed,spread-ed,spreadeagled,spread,spearheaded,spreed,NA,NA,NA,NA,NA,NA,NA,NA
8148,y fair each other.I hope that <<IOC>> persue the truth.,NA,IOC,SOC,ION,INC,DOC,IO,IO C,IOCTL,NA,NA,NA,NA,NA,NA,NA,NA
8148,ir each other.I hope that IOC <<PERSUE>> the truth.,NA,persue,peruse,pursue,per sue,per-sue,supper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8151,leak is regarded as a revenge <<CYBER>> attack' by Russian hackers an,cyber,cyber,cuber,caber,cybersex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8152,ms and teenage gymnast Simone <<BILES>> is not forgiven. Because it's,Biles,Biles,Bibles,Riles,Tiles,Miles,Piles,Files,Wiles,Giles,Boles,Bikes,Bile,Bilges,NA,NA,NA
8154,"not get rid of doping like Mr.<<DUTERTE>> does, so I believe that we ca",Duterte,Duterte,Duster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8157,s are greatly depend on their <<INTEGRITIES>>.,NA,integrities,integrates,integrity,intensities,interesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8160,star athletes' medical files <<TAINS>> athletes' honor and they will,NA,tains,saint,rains,tans,tins,stains,trains,taints,stain,tarns,taint,tails,gains,mains,pains,thins
8160,st that the group for example <<WADA>> should check athletes drugs u,Wada,Wada,Wanda,Wade,Dada,Wads,Wad,Wadi,Wad a,NA,NA,NA,NA,NA,NA,NA,NA
8163,al data which was kept by the <<IOC>> wa leaked. The athletes credi,NA,IOC,SOC,ION,INC,DOC,IO,IO C,IOCTL,NA,NA,NA,NA,NA,NA,NA,NA
8163,t to <<IOC>> and leave their privacy data.,NA,IOC,SOC,ION,INC,DOC,IO,IO C,IOCTL,NA,NA,NA,NA,NA,NA,NA,NA
8163,I <<WA>>s surprised when I read this n,NA,wa,WA,qua,aw,ea,w,a,was,wan,war,wad,wag,way,we,wt,ta
8163,athletes ' medical data which <<WA>>s kept by the IOC wa leaked. T,wa,wa,WA,qua,aw,ea,w,a,was,wan,war,wad,wag,way,we,wt,ta
8165,win the tournament. Of course <<WADA>> is a very important organizat,WADA,WADA,WADS,WAD,WADE,WADI,DADA,WAD A,WANDA,NA,NA,NA,NA,NA,NA,NA,NA
8167,er how important the personal <<IMFORMATION>> is. The thing the Russian hac,NA,imformation,information,malformation,formation,formalization,formulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8169,'t support the way of Russian <<HUCKERS>>. Their action is illegal. It,NA,huckers,huskers,suckers,hackers,hunkers,tuckers,puckers,hucksters,huckster,seersucker,NA,NA,NA,NA,NA,NA
8171,"eaking private information of <<ATHELETE>> is an offense. However, from",athlete,athelete,athlete,leatherette,platelet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8172,"an do so, this conflict about <<BURKINI>> will also calm down.",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8172,There are many different <<THINKINGS>> and many different people in,NA,thinkings,thinking,thinking's,thin kings,thin-kings,thinking s,nothings,NA,NA,NA,NA,NA,NA,NA,NA,NA
8173,"I have mistaken <<BURKINI>> for a kind of bikini, but I n",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8173,lim women. I don't think that <<BURKINI>> affects public order and I th,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8173,ink wearing <<BURKINI>> should not be banned. People,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8173,ed my misunderstanding today. <<BURKINI>> is a special swimsuit designe,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8174,"b. However, in this instance, <<WADA>> should discover the doping of",WADA,WADA,WADS,WAD,WADE,WADI,DADA,WAD A,WANDA,NA,NA,NA,NA,NA,NA,NA,NA
8175,"ow the rules. That is to say, <<WO>> should pay tax. But I know th",we,wo,quo,ow,w,o,woe,won,wot,two,woo,wog,who,wok,wow,we,so
8176,I so agree with <<ALSHELH>>. Muslim women have rights to,Alshelh,Alshelh,Seashell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8176,lim women have rights to wear <<BURKINI>>. Muslim women wear Burkini is,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8176,why they want to ban to wear <<BURKINI>> without any convincing argume,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8176,ice force her to take off her <<BURKINI>>. I'm so shocked by that. It's,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8177,that the main ploblem between <<BRUKINI>> and Islamic terrorism is publ,burkini,brukini,bruin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8177,I think that the main <<PLOBLEM>> between brukini and Islamic t,NA,ploblem,problem,employable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8177,m between brukini and Islamic <<TERRO>>rism is public welfare.Thefore,NA,terro,retro,terr,terror,terry,terr o,trotter,rotter,rooter,roster,NA,NA,NA,NA,NA,NA
8177,people from threat of Islamic <<TERRO>>.So it is difficult to judge w,NA,terro,retro,terr,terror,terry,terr o,trotter,rotter,rooter,roster,NA,NA,NA,NA,NA,NA
8177,c terrorism is public welfare.<<THEFORE>> the liberty to wear on clothe,NA,Thefore,The fore,The-fore,Therefore,Therefor,Theretofore,Wherefore,NA,NA,NA,NA,NA,NA,NA,NA,NA
8178,le who reject western values. <<BURKINI>> is very visible symbols of th,Burkini,Burkini,Buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8178,"ern values. In every country, <<BURKINI>> is seen as symbols of the sub",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8178,"man decides to choose to wear <<BURKINI>>, she should take into some co",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8179,I agree with <<ALSHELH>> opinion. Muslim woman mast no,Alshelh,Alshelh,Seashell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8179,"skins. So if it were not for <<BURKINI>>, Muslim women can not swim in",burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8179,imming any where. So a ban of <<BURKINI>> is big problem for not only M,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8180,authorities shouldn't ban the <<BURKINI>> because muslim women doesn't,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8180,hat some people associate the <<BURKINI>> with terrorism. But that is a,burkini,burkini,buskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8180,s a prejudice to islamism and <<ISLAMIC>> women. I think French authori,NA,islamic,Islamic,mislaid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8180,ties would rather respect <<ISLAMIC>> cultures than exclude them.,NA,islamic,Islamic,mislaid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8180,m. But that is a prejudice to <<ISLAMISM>> and islamic women. I think Fr,NA,islamism,Islamism,mislaid,mislay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
